monitoring_location,monitoring_sublocation,monitoring_station,year,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,layer_collection_start_depth,layer_collection_end_depth,activity_media_name,laboratory_sample_id,site,collect_date,julian,alk,cond,doc,no2,no3,partc,partn,partp,ph,srsi,tdn,tdp,dic,partfe,ca,cl,fe,k,mg,mn,sodium,so4,chla,o2,spec1,nh3,tds,tss,turbidity,a254,e2_e3,e2_e4,s275_295,s350_400,sr,suva
442,LA,CB,2014,20140701,NA,epi,NA,NA,Lake Water,204,442_LA_CB__epi,2014-07-01,182,118,19,665,NA,3,750,73,6,6.85,0.53,264,3,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140701,NA,meta,NA,NA,Lake Water,209,442_LA_CB__meta,2014-07-01,182,NA,21,658,NA,2,800,78,5,6.69,0.491,257,3,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2014,20140702,NA,NA,NA,NA,Stream Water,223,239_ET_EIF__,2014-07-02,183,197,27,2560,3,11,350,26,3,5.82,5.987,745,14,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2014,20140702,NA,NA,NA,NA,Stream Water,224,239_LA_OF__,2014-07-02,183,168,26,747,NA,NA,580,65,5,7.06,2.212,254,4,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2014,20140702,NA,NA,NA,NA,Stream Water,221,239_NET_NEIF__,2014-07-02,183,130,38,3138,3,NA,420,22,2,4.18,4.571,593,9,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2014,20140702,NA,NA,NA,NA,Stream Water,222,239_NWT_NWIF__,2014-07-02,183,32,23,1977,2,NA,340,21,3,4.73,5.077,504,8,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,3,m,NA,NA,Lake Water,231,626_LA_CB_3_m,2014-07-07,188,99,17,500,1,NA,510,60,5,7.01,0.301,240,4,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,5,m,NA,NA,Lake Water,232,626_LA_CB_5_m,2014-07-07,188,105,19,473,1,9,700,72,7,6.73,0.19,244,3,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,7,m,NA,NA,Lake Water,233,626_LA_CB_7_m,2014-07-07,188,102,19,448,1,41,680,74,6,6.31,0.252,258,3,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,9,m,NA,NA,Lake Water,234,626_LA_CB_9_m,2014-07-07,188,111,20,454,1,66,610,66,6,6.05,0.37,325,4,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,11,m,NA,NA,Lake Water,235,626_LA_CB_11_m,2014-07-07,188,124,22,466,1,47,760,81,10,5.99,0.563,404,4,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,NA,epi,NA,NA,Lake Water,230,626_LA_CB__epi,2014-07-07,188,108,17,515,1,NA,460,50,4,7.06,0.303,245,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140707,NA,meta,NA,NA,Lake Water,236,626_LA_CB__meta,2014-07-07,188,101,18,496,1,15,730,78,9,6.56,0.279,248,3,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2014,20140708,NA,NA,NA,NA,Precipitation,249,239____,2014-07-08,189,12,7,116,1,83,890,54,6,4.99,0.008,170,7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140708,5,m,NA,NA,Lake Water,244,373_LA_CB_5_m,2014-07-08,189,154,24,363,1,1,560,65,6,7.15,0.84,184,3,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140708,10,m,NA,NA,Lake Water,245,373_LA_CB_10_m,2014-07-08,189,189,25,334,1,1,550,68,7,6.51,1.065,169,3,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140708,15,m,NA,NA,Lake Water,246,373_LA_CB_15_m,2014-07-08,189,193,27,314,1,70,400,43,7,6.28,1.325,211,3,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140708,20,m,NA,NA,Lake Water,247,373_LA_CB_20_m,2014-07-08,189,349,44,333,1,3,1670,271,59,6.41,1.958,535,5,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140709,NA,epi,NA,NA,Lake Water,241,227_LA_CB__epi,2014-07-09,190,48,NA,1001,1,NA,1740,289,25,6.59,0.759,352,7,40,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140709,NA,meta,NA,NA,Lake Water,242,227_LA_CB__meta,2014-07-09,190,60,NA,981,1,NA,1700,262,28,6.15,0.74,339,8,104,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2014,20140709,NA,NA,NA,NA,Stream Water,256,239_ET_EIF__,2014-07-09,190,240,32,2407,3,27,330,26,3,6.18,6.536,745,16,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2014,20140709,NA,NA,NA,NA,Stream Water,257,239_LA_OF__,2014-07-09,190,141,25,809,1,NA,920,116,7,7.11,2.257,250,3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2014,20140709,NA,NA,NA,NA,Stream Water,254,239_NET_NEIF__,2014-07-09,190,0,37,3271,4,NA,420,28,2,4.19,5.063,631,9,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2014,20140709,NA,NA,NA,NA,Stream Water,255,239_NWT_NWIF__,2014-07-09,190,12,22,1907,2,NA,430,33,3,4.87,4.99,510,7,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140714,10,m,NA,NA,Lake Water,265,239_LA_CB_10_m,2014-07-14,195,167,28,623,NA,60,360,38,4,6.4,2.446,253,4,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140714,15,m,NA,NA,Lake Water,266,239_LA_CB_15_m,2014-07-14,195,180,28,612,1,62,440,41,4,6.35,2.42,247,4,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140714,20,m,NA,NA,Lake Water,267,239_LA_CB_20_m,2014-07-14,195,183,28,598,1,63,380,38,4,6.39,2.41,236,4,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140714,25,m,NA,NA,Lake Water,268,239_LA_CB_25_m,2014-07-14,195,200,28,592,1,65,400,32,4,6.3,2.487,344,4,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140714,30,m,NA,NA,Lake Water,269,239_LA_CB_30_m,2014-07-14,195,181,29,582,NA,68,720,68,9,6.16,2.882,285,6,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2014,20140714,NA,NA,NA,NA,Precipitation,270,239____,2014-07-14,195,14,4,102,1,29,950,45,6,5.53,0.005,125,6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2014,20140715,NA,epi,NA,NA,Lake Water,276,114_LA_CB__epi,2014-07-15,196,37,12,683,NA,NA,1680,183,13,6.14,0.518,255,3,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2014,20140716,NA,NA,NA,NA,Stream Water,284,239_ET_EIF__,2014-07-16,197,257,34,2590,3,31,440,32,3,6.25,6.536,777,20,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2014,20140716,NA,NA,NA,NA,Stream Water,285,239_LA_OF__,2014-07-16,197,159,26,756,NA,1,650,66,4,7.12,2.315,277,4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2014,20140716,NA,NA,NA,NA,Stream Water,282,239_NET_NEIF__,2014-07-16,197,0,39,3410,4,NA,410,18,3,4.17,5.236,616,8,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2014,20140716,NA,NA,NA,NA,Stream Water,283,239_NWT_NWIF__,2014-07-16,197,69,22,2112,2,NA,340,16,2,4.84,5.453,523,9,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140721,NA,epi,NA,NA,Lake Water,300,373_LA_CB__epi,2014-07-21,202,160,23,390,NA,1,680,51,4,7.25,0.857,194,3,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140721,NA,meta,NA,NA,Lake Water,301,373_LA_CB__meta,2014-07-21,202,NA,NA,356,NA,2,540,57,5,NA,NA,167,3,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140721,NA,epi,NA,NA,Lake Water,298,626_LA_CB__epi,2014-07-21,202,110,17,540,NA,1,550,55,3,6.95,0.287,242,3,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140721,NA,meta,NA,NA,Lake Water,299,626_LA_CB__meta,2014-07-21,202,118,18,467,NA,6,730,89,9,6.64,0.252,231,3,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140722,6,m,NA,NA,Lake Water,311,227_LA_CB_6_m,2014-07-22,203,65,54,904,1,21,1850,308,59,6.18,1.263,2019,13,648,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140722,8,m,NA,NA,Lake Water,312,227_LA_CB_8_m,2014-07-22,203,425,80,1172,2,26,3020,550,117,6.22,1.646,3664,21,1317,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140722,10,m,NA,NA,Lake Water,313,227_LA_CB_10_m,2014-07-22,203,0,113,1388,4,30,4470,836,164,6.26,1.828,6562,42,1980,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2014,20140722,NA,NA,NA,NA,Precipitation,315,239____,2014-07-22,203,32,9,161,2,228,680,66,8,5.88,0.074,1188,13,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2014,20140723,NA,NA,NA,NA,Stream Water,322,239_ET_EIF__,2014-07-23,204,261,38,2613,3,47,470,39,6,6.29,7.359,900,23,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2014,20140723,NA,NA,NA,NA,Stream Water,323,239_LA_OF__,2014-07-23,204,174,26,756,NA,1,950,109,7,7.19,2.323,315,3,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2014,20140723,NA,NA,NA,NA,Stream Water,320,239_NET_NEIF__,2014-07-23,204,0,40,4026,4,NA,500,37,4,4.16,5.395,769,9,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2014,20140723,NA,NA,NA,NA,Stream Water,321,239_NWT_NWIF__,2014-07-23,204,52,22,2490,2,1,460,36,4,4.82,5.583,692,11,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140728,NA,epi,NA,NA,Lake Water,330,239_LA_CB__epi,2014-07-28,209,178,26,737,NA,6,700,70,5,7.28,2.328,363,3,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140728,NA,meta,NA,NA,Lake Water,331,239_LA_CB__meta,2014-07-28,209,168,NA,709,NA,9,700,70,6,NA,2.322,267,4,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140728,5,m,NA,NA,Lake Water,333,442_LA_CB_5_m,2014-07-28,209,143,21,567,NA,10,960,97,6,6.61,0.336,244,3,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140728,9,m,NA,NA,Lake Water,334,442_LA_CB_9_m,2014-07-28,209,158,24,533,NA,83,540,53,8,6.04,0.787,287,3,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140728,13,m,NA,NA,Lake Water,335,442_LA_CB_13_m,2014-07-28,209,165,27,496,NA,7,1140,142,24,6.02,1.3,319,4,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140728,17,m,NA,NA,Lake Water,336,442_LA_CB_17_m,2014-07-28,209,473,76,808,3,8,1700,266,40,6.64,2.718,1567,16,1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140728,NA,epi,NA,NA,Lake Water,332,442_LA_CB__epi,2014-07-28,209,146,19,728,NA,8,670,65,8,6.89,0.525,297,3,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2014,20140728,NA,meta,NA,NA,Lake Water,337,442_LA_CB__meta,2014-07-28,209,NA,NA,637,NA,3,900,91,10,NA,NA,274,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2014,20140730,NA,NA,NA,NA,Stream Water,353,239_ET_EIF__,2014-07-30,211,NA,42,2640,3,53,630,57,8,6.48,6.39,1084,26,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2014,20140730,NA,NA,NA,NA,Stream Water,354,239_LA_OF__,2014-07-30,211,NA,25,728,NA,3,820,74,5,7.28,2.298,266,3,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2014,20140730,NA,NA,NA,NA,Stream Water,351,239_NET_NEIF__,2014-07-30,211,NA,39,4231,5,2,3780,208,18,4.19,5.747,771,10,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2014,20140730,NA,NA,NA,NA,Stream Water,352,239_NWT_NWIF__,2014-07-30,211,NA,18,2321,2,6,480,31,3,5.05,4.534,651,11,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NE@LA,2014,20140730,NA,NA,NA,NA,Stream Water,355,239__NE@LA__,2014-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2014,20140802,NA,NA,NA,NA,Precipitation,357,239____,2014-08-02,214,NA,7,223,3,81,3430,279,27,6.1,0.019,403,8,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2014,20140802,NA,NA,NA,NA,Precipitation,375,239____,2014-08-02,214,NA,24,187,2,117,790,69,7,5.79,0.016,441,7,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140805,5,m,NA,NA,Lake Water,363,373_LA_CB_5_m,2014-08-05,217,NA,24,386,NA,2,1370,131,10,8.41,0.512,190,4,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140805,10,m,NA,NA,Lake Water,364,373_LA_CB_10_m,2014-08-05,217,NA,26,328,NA,1,620,57,10,6.63,0.986,169,4,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140805,15,m,NA,NA,Lake Water,365,373_LA_CB_15_m,2014-08-05,217,NA,27,293,NA,76,400,35,7,6.29,1.377,212,4,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140805,20,m,NA,NA,Lake Water,366,373_LA_CB_20_m,2014-08-05,217,NA,80,473,NA,7,2520,426,71,6.68,2.624,1461,9,1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140805,NA,epi,NA,NA,Lake Water,362,373_LA_CB__epi,2014-08-05,217,NA,23,383,NA,1,640,47,4,7.44,0.795,189,3,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2014,20140805,NA,meta,NA,NA,Lake Water,367,373_LA_CB__meta,2014-08-05,217,NA,NA,351,NA,2,820,68,6,NA,NA,196,3,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,3,m,NA,NA,Lake Water,369,626_LA_CB_3_m,2014-08-05,217,NA,17,481,NA,NA,490,33,3,7.09,0.291,243,3,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,5,m,NA,NA,Lake Water,370,626_LA_CB_5_m,2014-08-05,217,NA,18,454,NA,1,780,67,5,6.98,0.146,233,4,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,7,m,NA,NA,Lake Water,371,626_LA_CB_7_m,2014-08-05,217,NA,19,488,NA,1,840,78,5,6.53,0.201,221,3,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,9,m,NA,NA,Lake Water,372,626_LA_CB_9_m,2014-08-05,217,NA,20,430,NA,19,1490,173,8,6.25,0.273,266,4,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,11,m,NA,NA,Lake Water,373,626_LA_CB_11_m,2014-08-05,217,NA,21,432,1,21,800,108,9,5.93,0.575,434,5,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,NA,epi,NA,NA,Lake Water,368,626_LA_CB__epi,2014-08-05,217,NA,17,498,NA,3,610,47,5,7.13,0.288,292,3,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2014,20140805,NA,meta,NA,NA,Lake Water,374,626_LA_CB__meta,2014-08-05,217,NA,18,482,NA,2,660,55,4,6.83,0.255,240,3,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140806,NA,epi,NA,NA,Lake Water,380,227_LA_CB__epi,2014-08-06,218,NA,NA,916,NA,2,1360,234,12,6.83,NA,467,8,28,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2014,20140806,NA,meta,NA,NA,Lake Water,381,227_LA_CB__meta,2014-08-06,218,NA,NA,903,NA,3,2170,382,24,6.83,0.66,424,8,41,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2014,20140806,NA,NA,NA,NA,Stream Water,384,239_ET_EIF__,2014-08-06,218,NA,42,2490,NA,43,570,51,7,6.49,6.504,971,21,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2014,20140806,NA,NA,NA,NA,Stream Water,385,239_LA_OF__,2014-08-06,218,NA,27,736,NA,1,1090,101,7,7.25,2.233,278,4,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2014,20140806,NA,NA,NA,NA,Stream Water,382,239_NET_NEIF__,2014-08-06,218,NA,41,4226,NA,6,480,28,4,4.21,5.59,762,9,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2014,20140806,NA,NA,NA,NA,Stream Water,383,239_NWT_NWIF__,2014-08-06,218,NA,20,2369,NA,5,740,51,7,5.06,5.519,734,11,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,5,m,NA,NA,Lake Water,392,239_LA_CB_5_m,2014-08-11,223,NA,27,646,NA,1,800,84,7,6.55,2.208,232,5,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,10,m,NA,NA,Lake Water,393,239_LA_CB_10_m,2014-08-11,223,NA,28,595,NA,67,360,30,4,6.36,2.374,278,4,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,15,m,NA,NA,Lake Water,394,239_LA_CB_15_m,2014-08-11,223,NA,28,582,NA,76,360,39,5,6.3,2.484,283,4,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,20,m,NA,NA,Lake Water,395,239_LA_CB_20_m,2014-08-11,223,NA,28,589,NA,74,380,39,4,6.32,2.441,274,4,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,25,m,NA,NA,Lake Water,396,239_LA_CB_25_m,2014-08-11,223,NA,29,575,NA,94,440,41,6,6.21,2.693,300,4,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,30,m,NA,NA,Lake Water,397,239_LA_CB_30_m,2014-08-11,223,NA,30,569,NA,96,700,64,9,6.11,2.994,320,6,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2014,20140811,NA,epi,NA,NA,Lake Water,391,239_LA_CB__epi,2014-08-11,223,NA,26,742,NA,2,770,90,5,7.29,2.298,273,5,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
